feature,coefficient,abs_coefficient
stop_delay_rate,1.7662789888862482,1.7662789888862482
route_delay_rate,0.39349031389308,0.39349031389308
stop_sequence,0.3117381326478002,0.3117381326478002
stop_avg_delay,-0.28988562580058064,0.28988562580058064
route_avg_delay,0.2546445815322236,0.2546445815322236
route_std_delay,0.24040540906221275,0.24040540906221275
hour,0.0,0.0
day_of_week,0.0,0.0
is_weekend,0.0,0.0
is_rush_hour,0.0,0.0
